url,label
https://artemperor.tw/news,1
https://tpml.gov.taipei/News_Content.aspx?n=221B1426177ADA7B&sms=9D72E82EC16F3E64&s=D7E38D1634332ADA,0
https://www.nhi.gov.tw/AreaData.aspx?q=2&n=163B8937FBE0F186,0
https://artemperor.tw/people,1
https://www.yatsen.gov.tw/content_106.html,0
https://www.twse.com.tw/zh/page/trading/indices/TWT91U.html,0
https://artemperor.tw/international,1
https://www.beclass.com/default.php?name=Event&op=explode_info,0
https://tmofa.tycg.gov.tw/ch/services/services/file,0
https://artemperor.tw/topic/%E8%97%9D%E6%96%87%E8%B7%A8%E7%95%8C,1
https://www.nhi.gov.tw/Content_List.aspx?n=2C8172653893C2D1&topn=1E1039BE19C4DCAC,0
https://www.tpqc.com.tw/%e6%8f%90%e4%be%9b%e6%9c%8d%e5%8b%99/,0
https://artemperor.tw/markets,1
https://coss.ntu.edu.tw/News_Content_n_11241_s_109470.html,0
https://www.npm.gov.tw/Articles.aspx?sno=02000178&l=1,0
https://artemperor.tw/focus,1
https://www.tfam.museum/Research/Promotion.aspx,0
https://www.twse.com.tw/zh/page/about/company/official-document.html,0
https://common.tnnua.edu.tw/p/403-1050-1384-1.php?Lang=zh-tw,1
https://www.nmtl.gov.tw/publicationmorelist?uid=176,0
https://www.yatsen.gov.tw/activitysoonlist_258.html?date=2023/03/22,0
https://coss.ntu.edu.tw/News_n_88_sms_19598.html,1
https://accessibility.moda.gov.tw/Applications/Detail?category=20211007165908,0
https://www.shoppingdesign.com.tw/post/category/photography,0
https://coss.ntu.edu.tw/News_n_88_sms_19598__CSN_1848.html,1
https://coss.ntu.edu.tw/prevention.html,0
https://www.tpqc.com.tw/%E5%A0%B4%E5%9C%B0%E7%A7%9F%E7%94%A8/%E5%8F%B0%E5%8C%97%E6%9D%BE%E6%B1%9F%E9%A4%A8/,0
https://coss.ntu.edu.tw/News_n_10719_sms_19598__CSN_1848.html,1
https://www.taiwan.net.tw/m1.aspx?sNo=0042883,0
https://house.udn.com/house/index?familybar_hide,0
https://coss.ntu.edu.tw/News_n_10719_sms_19598.html,1
https://www.tpqc.com.tw/wp-content/uploads/2022/08/%E8%B3%87%E7%AD%96%E6%9C%83-1030x222.png,0
http://www.construction.taichung.gov.tw/27769/27862/27895/,0
https://coss.ntu.edu.tw/News_n_10719_sms_19598__CSN_1666.html,1
https://www.travel.taipei/zh-tw/pictorial/article/44292,0
https://www.cmoney.tw/jobs/,0
https://coss.ntu.edu.tw/News_n_10821_sms_19598__CSN_0.html,1
https://philomedium.com/blog/category/130,0
https://m.me/traveltaoyuan,0
https://coss.ntu.edu.tw/News_n_10821_sms_19598__CSN_1666.html,1
https://www.nhi.gov.tw/Content_List.aspx?n=29A8F6B67829AA3F&topn=5FE8C9FEAE863B46,0
https://www.travel.taipei/zh-tw/information/links,0
https://coss.ntu.edu.tw/News_n_10719_sms_19598__CSN_0.html,1
https://tpml.gov.taipei/News_Content.aspx?n=057F7CE33AEF867C&sms=9D72E82EC16F3E64&s=DCF0DD92D91ADE04,0
https://www.koryu.or.jp/tw/tabid2339.html,0
https://event.moc.gov.tw/sp.asp?xdurl=ccEvent2016/eventSearchList.asp&ev_start=20180704&ev_end=&dateLimit=&ev_city=&ev_char1=A1&ev_char2=&ev_char3=&stitle=&ev_series_id=&ev_place=&ev_location=&ev_format=&ev_shower=&dept_name=&ev_xx=&currentPage=2&groupingField=ev_city_g;ev_format_g&groupingValue=%E6%A1%83%E5%9C%92%E5%B8%82;%E5%B1%95%E8%A6%BD&ctNode=676&mp=1&pageSize=100,1
https://mocatpe.tw/art04c6Aua,0
https://www.secretariat.taichung.gov.tw/14565/14571/14595/,0
https://event.moc.gov.tw/sp.asp?xdurl=HySearchG22016/SearchResult.asp&ctNode=676&mp=1,1
https://www.trippois.com/poi-5803-%E6%B8%85%E5%A2%83%E8%BE%B2%E5%A0%B4,0
https://coss.ntu.edu.tw/ResearchCenter.html,0
https://event.moc.gov.tw/mp.asp?mp=1,1
https://travel.tycg.gov.tw/zh-tw/travel/mapnavigate,0
https://www.tainanoutlook.com/blog?page=5,0
https://event.moc.gov.tw/sp.asp?xdurl=ccEvent2016%2FeventSearchList.asp&ctNode=676&mp=1&action=query&cstkn=B137974F-9602-99FC-25A9-CBBDB50B1A21&stitle=&ev_place=&ev_start_m=&ev_start=&ev_end_m=&ev_end=&ev_city=&ev_format=all&ev_char1=all&Search=%E6%9F%A5%E8%A9%A2,1
https://www.trippois.com/city-%E5%98%89%E7%BE%A9,0
https://jp.taiwan.net.tw/,0
https://event.moc.gov.tw/sp.asp?xdurl=ccEvent2016/eventSearchList.asp&ev_char1=A3&ev_start=2023-03-15&action=query&ctNode=676&mp=1,1
https://www.tpqc.com.tw/%e5%90%88%e4%bd%9c%e6%8f%90%e6%a1%88/,0
https://philomedium.com/faq,0
https://event.moc.gov.tw/sp.asp?xdurl=ccEvent2016/eventSearchList.asp&ev_char1=A4&ev_start=2023-03-15&action=query&ctNode=676&mp=1,1
https://www.taiwan.net.tw/m1.aspx?sNo=0001019&lid=081087,0
https://www.afmc.gov.tw/ManagerIntroduction,0
https://event.moc.gov.tw/sp.asp?xdurl=ccEvent2016/eventSearchList.asp&ev_char1=A2&ev_start=2023-03-15&action=query&ctNode=676&mp=1,1
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=658,0
https://www.nhi.gov.tw/Content_List.aspx?n=72ED571F3DF63C9A&topn=787128DAD5F71B1A,0
https://event.moc.gov.tw/sp.asp?xdurl=ccEvent2016/eventSearchList.asp&ev_char1=B0&ev_start=2023-03-15&action=query&ctNode=676&mp=1,1
https://www.cmoney.tw/learn/collect/,0
https://edesk.nhi.gov.tw/f37web/,0
https://event.moc.gov.tw/sp.asp?xdurl=ccEvent2016/eventSearchList.asp&ev_char1=B1&ev_start=2023-03-15&action=query&ctNode=676&mp=1,1
http://www.rdec.taichung.gov.tw/12047/12142/12186/,0
https://www.afmc.gov.tw/Activity_detail/5b38225decb940d3a1da3173fa2066fe?start=2023%2F03%2F15&end=2023%2F09%2F16,0
https://event.moc.gov.tw/sp.asp?xdurl=ccEvent2016/eventSearchList.asp&ev_char1=B2&ev_start=2023-03-15&action=query&ctNode=676&mp=1,1
https://www.nhi.gov.tw/Content_List.aspx?n=971D725699A0B010&topn=23C660CAACAA159D,0
https://www.koryu.or.jp/tw/business/japanese/consign/,0
https://event.moc.gov.tw/sp.asp?xdurl=ccEvent2016/eventSearchList.asp&ev_char1=B3&ev_start=2023-03-15&action=query&ctNode=676&mp=1,1
https://tpml.gov.taipei/News_Content.aspx?n=F969DE2A717178AE&sms=9D72E82EC16F3E64&s=26600844B478D057,0
https://tickets.udnfunlife.com/application/UTK02/UTK0206_.aspx,0
https://event.moc.gov.tw/sp.asp?xdurl=ccEvent2016/eventSearchList.asp&ev_char1=B4&ev_start=2023-03-15&action=query&ctNode=676&mp=1,1
https://www.npm.gov.tw/Articles.aspx?sno=02000180&l=1,0
https://www.moc.gov.tw/,0
https://event.moc.gov.tw/sp.asp?xdurl=ccEvent2016/eventSearchList.asp&ev_char1=C0&ev_start=2023-03-15&action=query&ctNode=676&mp=1,1
https://www.yatsen.gov.tw/content_277.html,0
https://event.moc.gov.tw/sp.asp?xdurl=ccEvent2016/ccEvent_cp.asp&cuItem=2614330&ctNode=676&mp=1,0
https://event.moc.gov.tw/sp.asp?xdurl=ccEvent2016/eventSearchList.asp&ev_char1=D1&ev_start=2023-03-15&action=query&ctNode=676&mp=1,1
https://todaay.artemperor.tw/,0
https://artemperor.tw/featured/13,0
https://event.moc.gov.tw/sp.asp?xdurl=ccEvent2016/eventSearchList.asp&ev_char1=I7&ev_start=2023-03-15&action=query&ctNode=676&mp=1,1
https://coss.ntu.edu.tw/News_Content_n_10821_s_103107.html,0
http://www.gov.taipei/,0
https://event.moc.gov.tw/sp.asp?xdurl=ccEvent2016/eventSearchList.asp&ev_char1=I8&ev_start=2023-03-15&action=query&ctNode=676&mp=1,1
https://travel.tycg.gov.tw/zh-tw/travel/child-venue,0
https://www.koryu.or.jp/tw/business/young/photo/,0
https://event.moc.gov.tw/sp.asp?xdurl=ccEvent2016/eventSearchList.asp&ev_start=2023-03-25&action=query&ctNode=676&mp=1,1
"https://common.tnnua.edu.tw/p/406-1050-33563,r192.php?Lang=zh-tw",0
https://www.shoppingdesign.com.tw/post/view/8449,0
https://event.culture.tw/NTCRI/portal/Registration/C0102MAction,1
https://www.nhi.gov.tw/BBS_Detail.aspx?n=73CEDFC921268679&sms=D6D5367550F18590&s=51D3C0F86174334A,0
https://www.koryu.or.jp/tw/visa/taipei/exemption/detail1/,0
https://isports.sa.gov.tw/apps/TIS/TIS02/TIS0201M_01V1.aspx?ACT_TP_CD=2&MENU_PRG_CD=1&ITEM_PRG_CD=2,1
https://www.twse.com.tw/zh/page/products/stock-code1.html,0
http://bilingual.gov.taipei/,0
https://isports.sa.gov.tw/Apps/TIS/TIS02/TIS0201M_01v1.aspx?ACT_TP_CD=3&MENU_PRG_CD=1&ITEM_PRG_CD=3,1
https://www.tfam.museum/Exhibition/Exhibition_Special.aspx?ddlLang=zh-tw&id=722,0
https://www.instagram.com/explore/tags/%E5%8F%B0%E7%81%A3%E5%AE%A2%E5%AE%B6%E8%8C%B6%E6%96%87%E5%8C%96%E9%A4%A8,0
https://isports.sa.gov.tw/Apps/TIS/PFM05/PFM0560M_01V1.aspx?MENU_PRG_CD=1&ITEM_PRG_CD=6,1
https://alerts.ncdr.nat.gov.tw/index.aspx?Mes=418399,0
https://alerts.ncdr.nat.gov.tw/index.aspx?Mes=418405,0
https://isports.sa.gov.tw/apps/NewsList.aspx,1
https://www.twse.com.tw/zh/page/products/info-vendor/use.html,0
https://www.twse.com.tw/zh/page/listed/listed_company/new_listing.html,0
https://isports.sa.gov.tw/apps/FessayList.aspx?SYS=MTG&MENU_CD=M15&ITEM_CD=T06&MENU_PRG_CD=1&ITEM_PRG_CD=3,1
https://www.kmfa.gov.tw/CollectionListC003110.aspx?Pindex=1,0
https://www.facebook.com/TainanArtMuseum/,0
https://isports.sa.gov.tw/apps/FessayList.aspx?SYS=MTG&MENU_CD=M15&ITEM_CD=T06&MENU_PRG_CD=1,1
https://travel.tycg.gov.tw/zh-tw/multimedia/filmcategory,0
https://artemperor.tw/focus/5274,0
https://kktix.com/events?event_tag_ids_in=2,1
https://tmofa.tycg.gov.tw/ch/services/executive-info,0
https://www.instagram.com/explore/tags/%E5%B0%8F%E4%BA%BA%E5%9C%8B,0
https://kktix.com/events,1
https://tpml.gov.taipei/News_Content.aspx?n=E492D531630BC406&sms=78D644F2755ACCAA&s=1D3CE66BF6E4A159,0
https://wwwacc.ntl.edu.tw/mp.asp?mp=14,0
https://kktix.com/events?category_id=2,1
https://group.cmoney.tw/about/,0
https://www.koryu.or.jp/tw/reception-izumi-2022/,0
https://kktix.com/events?category_id=4,1
http://www.mocataipei.org.tw/tw/About/%E6%AD%B7%E5%8F%B2%E6%B2%BF%E9%9D%A9,0
https://www.nhi.gov.tw/PublicJoin/Registration_Detail.aspx?n=81045A8AEC902FC9&sms=36A0BB334ECB4011&EventID=3007&EvetnType=R,0
https://kktix.com/events?category_id=11,1
https://alerts.ncdr.nat.gov.tw/index.aspx?Mes=416644,0
https://www.hepingdrc.gov.tw/,0
https://kktix.com/events?category_id=7,1
https://www.songshanculturalpark.org/solicitation/submission/348b9834-2ad7-4c2c-bec6-7f2dbcfb27b3,0
https://artemperor.tw/knowledge/artists,0
https://kktix.com/events?category_id=6,1
https://travel.tycg.gov.tw/zh-tw/siteinformation/gwoia,0
https://www.travel.taipei/zh-tw/pictorial/article/44286,0
