url,label
https://www.cet-taiwan.org/about/english,0
https://event.culture.tw/NTM/portal/Registration/C0103MAction?actId=20070,0
https://www.artcenter.ntpc.gov.tw/xmdoc/cont?xsmsid=0G269628034185538684&sid=0N013378733246037936,0
http://www.pcta.org/,0
https://yii.tw/penghu/calendar,1
https://elearning.nptu.edu.tw/mooc/index.php,0
https://www.nlpi.edu.tw/ReaderService/SmartService/Service04.htm,0
https://montue.ntue.edu.tw/opm/achievements/,0
https://www.cksmh.gov.tw/submenu_180.html,0
https://cte.nptu.edu.tw/p/412-1023-106.php?Lang=zh-tw,0
https://www.cksmh.gov.tw/content_151.html,0
https://www.cksmh.gov.tw/downloadfilelist_224.html,0
https://ipac.nlpi.edu.tw/bookDetail/782878,0
https://www.cksmh.gov.tw/submenu_154.html,0
https://yii.tw/events/13880,0
https://www.cksmh.gov.tw/activitysoonlist_126.html,1
https://ipac.nlpi.edu.tw/bookDetail/785612,0
https://www.nlpi.edu.tw/English/,0
https://www.hsinchu.gov.tw/cl.aspx?n=994,0
https://www.cksmh.gov.tw/downloadfilelist_200.html,0
https://www.cksmh.gov.tw/content_78.html,0
https://www.hchcc.gov.tw/Tw/ThemeUnit/SinglePage?filter=272df616-9221-4d39-b365-ae147bbe3411,0
https://www.typl.gov.tw/zh-tw/News/Content/1193,0
https://www.kmseh.gov.tw/14_other/03_calendar.php?thedate=2023-04-7,0
https://coach.taiwanjobs.gov.tw/wdaecPublic/tj/loginPage,0
https://www.ntm.gov.tw/content_378.html,0
https://www.cksmh.gov.tw/submenu_473.html,0
https://ipac.nlpi.edu.tw/bookDetail/783601,0
https://www.nlpi.edu.tw/AboutUs/Introduction/history.htm,0
"https://cte.nptu.edu.tw/p/406-1023-128376,r3210.php?Lang=zh-tw",0
https://www.hsinchu.gov.tw/News.aspx?n=465&sms=8915,0
https://www.hchcc.gov.tw/Tw/Common/Bulletin?filter=f2fe1eaf-a74b-444a-a4fc-46576f46e3bc,0
https://www.library.ntpc.gov.tw/newbook/57,0
https://asiamodern.asia.edu.tw/zh_tw/news/%0D%0A-2023%E9%98%BF%E7%BD%A9%E9%9C%A7%E8%97%9D%E9%81%8A%E8%B6%A3%E7%94%9F%E6%B4%BB%E7%BE%8E%E5%AD%B8%E7%87%9F-%E9%96%8B%E5%A7%8B%E5%A0%B1%E5%90%8D-58675812,0
https://cte.nptu.edu.tw/p/412-1023-4.php?Lang=zh-tw,0
https://www.ntm.gov.tw/information_276_151993.html,0
https://www.huf.org.tw/news/content/5574,0
https://recreation.forest.gov.tw/Forest/RA?typ_id=0600002,0
https://youtu.be/QvVHJqkNdls,0
https://recreation.forest.gov.tw/Forest/Query?word=%E6%97%A5%E5%87%BA,0
https://asiamodern.asia.edu.tw/zh_tw/links/academy,0
https://www.nlpi.edu.tw/ReaderService/AccessibilityServiceArea/AccessibilityServiceArea04.htm,0
http://www.youtube.com/user/MoNTUE2011?feature=watch,0
https://arts.nycu.edu.tw/en/,0
https://www.hchcc.gov.tw/Tw/Common/SinglePage?filter=CCDEEB51-4DE3-4065-A708-2EB8E7842839,0
https://www.cet-taiwan.org/civicrm/profile/create?gid=10&reset=1,0
https://www.cksmh.gov.tw/calendarlist5.html?date=2023/03/09,0
https://www.artcenter.ntpc.gov.tw/xceventsnews/cont?xsmsid=0G269627753462801602&sid=0N096498865628430905,0
https://recreation.forest.gov.tw/Education?type=10,0
https://webpac.typl.gov.tw/newArrivals?order=desc&sort=YEAR,0
